education_level,experience,location,job_title,age,gender,salary
Bachelor's,1,Urban,HR Manager,25,Male,57750
High School,6,Suburban,Marketing Executive,60,Female,34580
Master's,15,Rural,Software Engineer,35,Female,114537
PhD,21,Urban,HR Manager,52,Female,140937
High School,2,Suburban,Product Manager,36,Male,79420
Bachelor's,25,Urban,Software Engineer,34,Male,157500
PhD,0,Rural,Clerk,26,Male,21250
PhD,26,Suburban,Software Engineer,38,Male,191187
High School,13,Urban,Product Manager,30,Male,125400
PhD,21,Rural,Product Manager,28,Male,206921
High School,24,Rural,Clerk,48,Female,29920
Master's,14,Rural,Marketing Executive,25,Female,55632
Master's,26,Suburban,Marketing Executive,52,Male,84122
High School,9,Urban,Product Manager,36,Female,110200
PhD,9,Rural,Data Analyst,41,Male,92437
High School,21,Urban,Software Engineer,21,Female,114799
Bachelor's,19,Rural,Clerk,28,Female,33150
Master's,8,Suburban,Director,21,Female,175560
PhD,25,Urban,Software Engineer,39,Male,196875
PhD,10,Urban,Data Analyst,55,Female,112500
Master's,20,Suburban,Data Analyst,26,Female,125400
Master's,12,Suburban,Customer Support,41,Male,41800
Bachelor's,14,Suburban,Data Analyst,24,Female,96900
Bachelor's,30,Suburban,Data Analyst,58,Female,142500
Bachelor's,18,Suburban,Clerk,35,Female,36100
High School,8,Rural,Clerk,54,Female,19040
High School,26,Rural,Software Engineer,24,Male,109479
Master's,5,Suburban,Data Scientist,31,Male,104500
Bachelor's,21,Rural,Software Engineer,21,Male,121974
High School,29,Rural,HR Manager,50,Female,91630
PhD,10,Suburban,Data Scientist,39,Male,142500
PhD,20,Urban,Marketing Executive,34,Male,87500
High School,12,Urban,Data Scientist,26,Female,102400
High School,7,Urban,Customer Support,29,Female,27000
Master's,8,Rural,HR Manager,22,Female,71995
PhD,3,Suburban,HR Manager,34,Male,75109
High School,29,Rural,Customer Support,58,Female,41650
High School,6,Rural,Product Manager,58,Male,83980
Bachelor's,29,Suburban,Product Manager,60,Male,221112
Bachelor's,15,Suburban,Clerk,37,Female,33250
Master's,26,Rural,Data Analyst,54,Female,129029
High School,1,Rural,Data Analyst,30,Male,42840
Master's,19,Urban,Product Manager,30,Female,203775
Master's,6,Rural,Product Manager,49,Female,115472
Bachelor's,4,Suburban,Data Scientist,40,Female,91200
High School,6,Suburban,Director,36,Male,118560
Master's,19,Suburban,Data Analyst,39,Female,122265
PhD,10,Urban,Data Scientist,44,Female,150000
PhD,5,Suburban,Data Scientist,50,Male,118750
High School,18,Urban,Data Scientist,49,Female,121600
High School,13,Rural,Data Analyst,55,Male,67320
PhD,14,Rural,Software Engineer,53,Male,126437
High School,18,Urban,Data Analyst,24,Female,91200
Master's,7,Suburban,Software Engineer,21,Male,98752
Master's,14,Rural,Data Analyst,34,Male,95370
Bachelor's,2,Rural,Director,22,Female,112200
Master's,29,Suburban,Technician,48,Male,76807
Master's,12,Rural,Customer Support,58,Female,37400
High School,12,Urban,Data Scientist,35,Female,102400
Bachelor's,3,Urban,Technician,54,Male,34500
High School,9,Rural,Software Engineer,32,Male,69020
PhD,19,Rural,Product Manager,30,Male,196828
High School,3,Suburban,Software Engineer,29,Female,61179
Bachelor's,22,Rural,Technician,59,Female,53550
Bachelor's,13,Rural,Director,44,Female,168300
Master's,0,Urban,Data Scientist,43,Female,88000
High School,10,Urban,Technician,34,Male,36000
Master's,10,Rural,Data Scientist,44,Male,112200
Master's,17,Rural,Technician,40,Male,51892
Master's,1,Suburban,Marketing Executive,22,Female,38403
Bachelor's,3,Suburban,Customer Support,52,Female,27312
PhD,11,Suburban,Marketing Executive,23,Male,64421
Bachelor's,27,Urban,Clerk,22,Female,47000
High School,28,Urban,HR Manager,49,Male,105600
Master's,12,Suburban,Data Scientist,54,Female,133760
PhD,24,Suburban,Director,30,Female,313500
High School,3,Urban,Customer Support,50,Male,23000
PhD,17,Rural,Customer Support,49,Male,49140
Bachelor's,20,Rural,Customer Support,58,Male,42500
Bachelor's,0,Urban,Software Engineer,33,Male,70000
PhD,25,Suburban,Technician,40,Female,80156
PhD,14,Suburban,Customer Support,40,Female,50468
Bachelor's,14,Suburban,Marketing Executive,55,Female,56525
PhD,14,Urban,Technician,28,Female,63750
PhD,26,Suburban,Software Engineer,59,Female,191187
Master's,9,Suburban,Director,30,Female,181830
Bachelor's,9,Rural,Clerk,46,Male,24650
High School,17,Urban,Data Analyst,36,Female,88800
Master's,3,Urban,Data Analyst,41,Male,75900
PhD,27,Rural,Clerk,21,Female,49937
High School,24,Suburban,Data Scientist,38,Male,133760
PhD,11,Urban,Marketing Executive,33,Male,67812
Bachelor's,21,Urban,HR Manager,27,Male,112749
PhD,15,Rural,Data Analyst,45,Male,111562
Master's,6,Suburban,Customer Support,27,Male,33962
High School,29,Rural,Customer Support,40,Male,41650
Bachelor's,2,Urban,Technician,26,Male,33000
Master's,9,Urban,Data Analyst,49,Male,95700
Master's,19,Suburban,Technician,26,Female,61132
Bachelor's,13,Rural,Software Engineer,45,Male,98175
Master's,22,Urban,HR Manager,51,Female,127050
PhD,25,Urban,Technician,44,Female,84375
Bachelor's,26,Rural,Technician,30,Female,58649
PhD,10,Rural,Data Analyst,21,Male,95625
Bachelor's,13,Urban,Customer Support,55,Male,41250
Master's,5,Rural,Product Manager,54,Male,111031
PhD,30,Rural,HR Manager,60,Female,146093
PhD,8,Urban,Marketing Executive,23,Male,61249
High School,4,Suburban,Marketing Executive,60,Female,31920
PhD,16,Rural,Clerk,50,Male,38250
Bachelor's,17,Suburban,Software Engineer,55,Female,123025
High School,3,Suburban,Customer Support,59,Male,21850
PhD,30,Rural,Director,57,Female,318750
PhD,18,Suburban,Director,46,Female,270750
PhD,11,Urban,HR Manager,24,Female,106562
Bachelor's,5,Urban,Software Engineer,32,Male,87500
Master's,15,Urban,Director,38,Male,231000
High School,14,Rural,HR Manager,39,Male,63580
PhD,26,Rural,Marketing Executive,56,Female,85531
Bachelor's,13,Rural,HR Manager,34,Male,77137
High School,21,Rural,Clerk,30,Female,27879
Master's,11,Suburban,Data Analyst,34,Female,97185
Bachelor's,2,Suburban,Marketing Executive,23,Male,36575
Bachelor's,8,Urban,Product Manager,30,Female,133000
Master's,5,Rural,Clerk,35,Male,23375
High School,8,Urban,Data Scientist,27,Male,89600
Bachelor's,18,Rural,Director,31,Female,193800
High School,26,Rural,Data Analyst,46,Female,93840
PhD,30,Urban,HR Manager,36,Female,171875
PhD,5,Urban,Clerk,40,Male,31250
Bachelor's,8,Urban,Data Analyst,58,Female,84000
High School,26,Urban,Director,34,Male,220799
Master's,0,Urban,Clerk,43,Male,22000
Master's,8,Rural,Technician,31,Male,39270
Master's,5,Rural,Data Analyst,29,Male,70125
High School,14,Urban,Marketing Executive,39,Male,47600
High School,6,Rural,Marketing Executive,42,Female,30940
PhD,15,Suburban,Director,22,Male,249375
PhD,28,Urban,Data Analyst,54,Female,180000
Bachelor's,9,Suburban,HR Manager,59,Male,75762
Master's,25,Suburban,Clerk,48,Female,47025
PhD,18,Suburban,Software Engineer,42,Male,157937
High School,2,Urban,Data Analyst,54,Male,52800
Bachelor's,2,Suburban,Director,21,Male,125400
High School,18,Rural,Data Analyst,51,Male,77520
Master's,11,Suburban,Marketing Executive,44,Male,56691
Bachelor's,8,Suburban,Customer Support,57,Female,33250
Master's,26,Suburban,Customer Support,44,Female,60087
Bachelor's,25,Rural,Data Analyst,23,Female,114750
Master's,19,Urban,Customer Support,53,Male,53625
High School,13,Urban,Director,36,Male,158400
PhD,5,Urban,Technician,24,Female,46875
PhD,12,Urban,Product Manager,23,Female,190000
Bachelor's,4,Suburban,Director,33,Male,136800
Bachelor's,16,Urban,Software Engineer,40,Female,126000
PhD,25,Suburban,HR Manager,39,Male,146953
High School,29,Rural,Technician,35,Female,49980
Master's,17,Urban,Software Engineer,29,Male,142450
PhD,26,Urban,Software Engineer,43,Female,201249
Bachelor's,25,Suburban,Director,35,Male,256500
High School,30,Suburban,Clerk,33,Male,38000
Bachelor's,18,Suburban,Director,28,Male,216600
PhD,8,Suburban,Director,49,Female,199500
Bachelor's,6,Urban,HR Manager,60,Male,71500
Master's,0,Rural,Marketing Executive,52,Female,32725
Bachelor's,29,Urban,Clerk,35,Female,49000
Master's,15,Urban,Customer Support,44,Female,48125
Master's,9,Rural,Technician,39,Female,40672
PhD,19,Urban,Software Engineer,42,Female,170625
Master's,27,Rural,Marketing Executive,48,Female,76903
High School,0,Suburban,Software Engineer,39,Male,53200
Bachelor's,2,Suburban,Data Analyst,40,Female,62700
High School,3,Urban,Data Scientist,22,Female,73600
High School,14,Urban,Product Manager,52,Male,129200
High School,6,Urban,HR Manager,56,Male,57200
High School,12,Rural,Product Manager,39,Male,103360
Master's,9,Urban,Director,29,Female,191400
PhD,3,Rural,Customer Support,35,Male,30546
PhD,5,Rural,Software Engineer,36,Male,92968
Master's,14,Suburban,Clerk,23,Female,35530
High School,12,Suburban,Director,40,Female,145920
Master's,12,Suburban,Director,51,Female,200640
PhD,17,Urban,Product Manager,23,Male,219687
Bachelor's,25,Rural,Product Manager,48,Male,181687
Master's,28,Rural,Clerk,40,Female,44880
Master's,21,Rural,Software Engineer,53,Male,134172
PhD,6,Suburban,Data Scientist,50,Female,123500
High School,18,Suburban,Clerk,39,Female,28880
High School,16,Suburban,Customer Support,60,Female,34200
High School,22,Suburban,Product Manager,49,Male,151620
High School,11,Suburban,HR Manager,44,Male,64790
Bachelor's,30,Rural,Director,34,Female,255000
PhD,1,Suburban,Software Engineer,46,Female,87281
Bachelor's,2,Rural,Data Scientist,46,Male,74800
Bachelor's,28,Rural,Technician,58,Female,61200
Master's,27,Suburban,HR Manager,26,Male,135066
PhD,27,Suburban,Customer Support,53,Male,69765
Master's,7,Rural,Technician,45,Female,37867
Master's,7,Urban,Data Scientist,56,Male,118800
Master's,27,Rural,Software Engineer,33,Male,153807
Master's,14,Rural,Marketing Executive,50,Female,55632
High School,20,Urban,Product Manager,41,Male,152000
Master's,7,Rural,HR Manager,21,Male,69423
PhD,7,Urban,Software Engineer,29,Female,118125
Bachelor's,15,Suburban,Product Manager,31,Female,157937
Master's,19,Urban,Director,39,Female,257400
Master's,18,Suburban,Customer Support,30,Female,49637
PhD,23,Suburban,Customer Support,23,Male,63828
High School,21,Suburban,Technician,45,Male,46739
High School,20,Urban,HR Manager,31,Male,88000
High School,22,Urban,Clerk,43,Male,33600
High School,30,Urban,Software Engineer,29,Male,140000
Master's,2,Rural,Software Engineer,30,Female,71995
Master's,22,Suburban,HR Manager,39,Male,120697
PhD,11,Suburban,Software Engineer,24,Male,128843
Master's,6,Suburban,Customer Support,57,Female,33962
Master's,28,Rural,Marketing Executive,32,Female,78540
PhD,23,Urban,HR Manager,39,Female,147812
Bachelor's,24,Rural,Technician,24,Female,56100
PhD,24,Urban,Marketing Executive,23,Male,96250
Master's,11,Suburban,Data Scientist,31,Male,129580
High School,13,Urban,Software Engineer,36,Male,92400
High School,26,Suburban,Clerk,60,Female,34960
Master's,9,Rural,Technician,42,Female,40672
Master's,2,Rural,Director,23,Female,123420
High School,7,Urban,Technician,24,Male,32400
High School,27,Urban,Product Manager,33,Female,178600
High School,10,Suburban,Technician,56,Female,34200
Master's,1,Rural,Data Scientist,26,Male,78540
PhD,1,Suburban,Customer Support,37,Female,31171
High School,24,Urban,Product Manager,27,Male,167200
High School,23,Suburban,Product Manager,40,Female,155230
PhD,21,Suburban,Software Engineer,25,Male,170406
High School,0,Urban,HR Manager,25,Female,44000
High School,5,Urban,Software Engineer,36,Male,70000
Master's,3,Urban,Marketing Executive,46,Male,44275
Bachelor's,15,Rural,HR Manager,48,Male,81812
Bachelor's,14,Urban,Product Manager,59,Male,161500
Master's,7,Urban,Clerk,51,Female,29700
Master's,16,Suburban,Customer Support,33,Female,47025
Bachelor's,17,Urban,Data Scientist,37,Male,148000
PhD,17,Urban,Data Analyst,21,Female,138750
Bachelor's,8,Urban,Customer Support,59,Male,35000
Master's,17,Rural,Director,28,Female,207570
PhD,20,Urban,Clerk,28,Male,50000
Bachelor's,1,Rural,Software Engineer,32,Male,62475
High School,14,Rural,HR Manager,56,Male,63580
Bachelor's,3,Suburban,Director,42,Female,131100
PhD,11,Urban,Data Analyst,23,Female,116250
High School,3,Urban,Customer Support,29,Male,23000
PhD,23,Urban,Product Manager,50,Male,255312
PhD,26,Suburban,Data Scientist,56,Male,218499
PhD,26,Rural,Marketing Executive,43,Female,85531
Master's,8,Urban,Customer Support,26,Female,38500
High School,13,Urban,Technician,48,Female,39600
Master's,11,Rural,Director,32,Female,173910
Master's,22,Suburban,Marketing Executive,29,Female,76807
Bachelor's,14,Suburban,Director,21,Female,193800
Master's,21,Suburban,Customer Support,39,Female,53556
High School,21,Rural,Clerk,43,Female,27879
Master's,2,Urban,Customer Support,41,Male,30250
PhD,8,Urban,HR Manager,54,Female,96250
High School,3,Suburban,HR Manager,50,Female,48069
High School,2,Urban,Director,27,Female,105600
Master's,11,Suburban,Software Engineer,60,Male,113382
High School,21,Rural,Data Analyst,45,Male,83640
PhD,11,Rural,Product Manager,45,Female,156453
High School,1,Urban,Customer Support,42,Male,21000
Master's,24,Rural,Data Scientist,32,Male,164560
PhD,30,Rural,Marketing Executive,49,Female,92968
PhD,22,Rural,Clerk,54,Male,44625
Master's,20,Suburban,Clerk,39,Male,41800
Master's,23,Suburban,Data Scientist,28,Female,179740
Bachelor's,1,Rural,HR Manager,33,Male,49087
Bachelor's,28,Rural,Technician,59,Male,61200
High School,17,Rural,Software Engineer,44,Male,88060
High School,1,Suburban,Software Engineer,49,Male,55860
Bachelor's,7,Suburban,HR Manager,53,Male,70537
High School,14,Urban,Product Manager,46,Female,129200
Master's,16,Urban,Data Scientist,39,Female,158400
High School,18,Suburban,HR Manager,57,Female,79420
Master's,30,Urban,Marketing Executive,46,Female,96250
High School,13,Rural,Data Scientist,57,Female,89760
PhD,17,Rural,Product Manager,24,Female,186734
Bachelor's,16,Rural,Software Engineer,57,Female,107100
Bachelor's,10,Urban,Marketing Executive,27,Male,52500
Bachelor's,19,Urban,Director,34,Male,234000
PhD,22,Suburban,Software Engineer,22,Male,174562
Bachelor's,23,Suburban,Software Engineer,49,Male,142975
PhD,26,Rural,Director,28,Male,293250
PhD,4,Suburban,Product Manager,58,Male,135375
PhD,24,Urban,Marketing Executive,40,Female,96250
High School,17,Urban,Data Scientist,38,Female,118400
Master's,10,Rural,Marketing Executive,27,Male,49087
High School,18,Suburban,Data Scientist,33,Male,115520
Master's,6,Urban,Technician,49,Male,42900
Master's,0,Rural,Product Manager,54,Male,88825
High School,18,Suburban,Product Manager,50,Female,137180
PhD,11,Rural,HR Manager,48,Female,90578
High School,21,Rural,Marketing Executive,22,Male,48789
PhD,19,Rural,Director,32,Male,248625
High School,5,Rural,HR Manager,59,Female,46750
Master's,21,Suburban,Marketing Executive,21,Male,74978
Bachelor's,16,Suburban,HR Manager,34,Male,94050
Master's,5,Urban,Technician,56,Male,41250
High School,4,Suburban,Data Scientist,56,Male,72960
High School,19,Suburban,Customer Support,26,Female,37050
Bachelor's,6,Urban,Software Engineer,22,Female,91000
Master's,14,Urban,Marketing Executive,52,Female,65450
Bachelor's,0,Urban,Customer Support,54,Male,25000
High School,3,Rural,Technician,31,Female,23460
PhD,26,Urban,Software Engineer,60,Male,201249
Master's,30,Suburban,Customer Support,60,Female,65312
Bachelor's,10,Rural,Software Engineer,50,Male,89250
Bachelor's,10,Urban,Clerk,33,Female,30000
Master's,10,Suburban,Marketing Executive,47,Female,54862
Master's,20,Rural,Clerk,45,Male,37400
Master's,0,Rural,Software Engineer,39,Male,65450
High School,15,Rural,Technician,30,Female,35700
Bachelor's,20,Rural,Software Engineer,26,Male,119000
High School,7,Suburban,Customer Support,51,Female,25650
Bachelor's,25,Rural,Technician,22,Female,57375
High School,12,Suburban,HR Manager,48,Female,66880
Master's,14,Suburban,Data Analyst,25,Female,106590
High School,6,Urban,Customer Support,28,Female,26000
High School,1,Suburban,Marketing Executive,26,Male,27930
Bachelor's,23,Urban,Director,21,Female,258000
PhD,16,Rural,Data Analyst,44,Male,114750
Master's,22,Rural,Marketing Executive,54,Female,68722
High School,14,Suburban,Technician,46,Female,38760
High School,4,Urban,Marketing Executive,24,Male,33600
High School,23,Rural,Data Analyst,21,Male,87720
Master's,18,Suburban,Technician,53,Male,59565
Master's,22,Suburban,Marketing Executive,60,Female,76807
Bachelor's,29,Urban,Marketing Executive,57,Male,85750
Bachelor's,29,Suburban,HR Manager,23,Male,128012
High School,28,Suburban,Product Manager,21,Female,173280
Bachelor's,12,Suburban,Product Manager,53,Male,144400
Master's,27,Urban,Product Manager,38,Female,245575
Bachelor's,15,Suburban,Technician,25,Female,49875
High School,15,Urban,Technician,59,Male,42000
Bachelor's,9,Urban,Technician,30,Female,43500
High School,25,Urban,HR Manager,59,Female,99000
PhD,8,Rural,HR Manager,37,Male,81812
High School,9,Rural,Software Engineer,48,Female,69020
PhD,10,Suburban,HR Manager,28,Male,97968
PhD,15,Urban,Technician,38,Male,65625
Master's,26,Rural,Technician,24,Male,64514
Master's,7,Urban,Technician,37,Female,44550
Bachelor's,5,Rural,Data Analyst,37,Male,63750
Bachelor's,18,Urban,Marketing Executive,37,Female,66500
PhD,26,Suburban,Director,58,Male,327750
High School,25,Suburban,Technician,36,Male,51300
Master's,5,Urban,HR Manager,33,Female,75625
PhD,7,Suburban,Product Manager,31,Male,152296
PhD,14,Rural,Customer Support,25,Female,45156
High School,9,Urban,Data Scientist,46,Female,92800
PhD,16,Rural,Data Scientist,41,Male,153000
Master's,30,Urban,Marketing Executive,57,Male,96250
PhD,26,Urban,Marketing Executive,59,Female,100624
PhD,27,Urban,Software Engineer,24,Male,205625
Bachelor's,30,Rural,Customer Support,25,Male,53125
PhD,2,Suburban,Director,38,Male,156750
PhD,6,Suburban,Data Scientist,36,Female,123500
Master's,25,Urban,Marketing Executive,35,Male,86625
PhD,20,Rural,Director,57,Female,255000
High School,13,Suburban,Marketing Executive,55,Female,43890
Bachelor's,13,Rural,Technician,25,Male,42075
Master's,30,Suburban,HR Manager,57,Female,143687
PhD,3,Suburban,HR Manager,29,Female,75109
High School,18,Urban,Director,23,Male,182400
PhD,3,Suburban,Product Manager,27,Female,129734
PhD,1,Rural,Customer Support,41,Male,27890
High School,11,Rural,Director,33,Male,126480
Bachelor's,21,Urban,Clerk,56,Female,41000
High School,5,Urban,HR Manager,51,Male,55000
Bachelor's,17,Rural,Technician,22,Male,47175
PhD,0,Urban,Customer Support,32,Male,31250
High School,28,Rural,Data Scientist,45,Male,130560
Bachelor's,30,Rural,HR Manager,22,Female,116875
